,Topic,Probability,Document
73,2,0.2767454451662916,"Four Atlanta businessmen—Lewis Medlock, Ed Gentry, Bobby Trippe, and Drew Ballinger—decide to canoe down a river in the remote northern Georgia wilderness before it is dammed. Lewis, an avid outdoorsman, is the leader; Ed has been on several trips but lacks Lewis's ego, while Bobby and Drew are novices. En route to their launch site, the men (Bobby in particular) are rude towards the locals, who are hostile to the ""city boys"". At a local gas station, Drew, with his guitar, engages a young banjo-playing boy in a musical duel (""Dueling Banjos""). The duel is mutually enjoyable, and some of the locals break into dance at the sound of it. However, the boy does not acknowledge Drew when prompted for a friendly handshake."
74,-1,0.6197865622148093,"Judgment at Nuremberg centers on a military tribunal convened in Nuremberg, Germany, in which four German judges and prosecutors stand accused of crimes against humanity for their involvement in atrocities committed under the Nazi regime."
75,0,1.0,"Widowed Aurora Greenway keeps several suitors at arm's length in River Oaks, Houston, focusing instead on her close, but controlling, relationship with daughter Emma. Anxious to escape her mother, Emma marries callow young college professor Flap Horton over her mother's objections. Despite their frequent spats and difficulty getting along with each other, Emma and Aurora have very close ties and keep in touch by telephone."
76,0,0.15688248659057882,"Late one night in 1938, insurance salesman Walter Neff returns to his downtown Los Angeles office in pain from a gunshot wound. He begins dictating a confession into a dictaphone for his friend and boss, claims adjuster Barton Keyes. The story, told primarily in flashback, ensues."
77,1,1.0,"In Marseille, a police detective follows Alain Charnier, who runs a heroin-smuggling syndicate. The policeman is murdered by Charnier's hitman, Pierre Nicoli. Charnier plans to smuggle $32 million worth of heroin into the United States by hiding it in the car of his unsuspecting friend, television personality Henri Devereaux, who is traveling to New York by ship. In New York City, detectives Jimmy ""Popeye"" Doyle and Buddy ""Cloudy"" Russo go out for drinks at the Copacabana. Popeye notices Salvatore ""Sal"" Boca and his young wife, Angie, entertaining mobsters involved in narcotics. They tail the couple and establish a link between the Bocas and lawyer Joel Weinstock, a buyer in the narcotics underworld. Popeye learns that a shipment of heroin will arrive soon. The detectives convince their supervisor to wiretap the Bocas' phones. Popeye and Cloudy are joined by federal agents Mulderig and Klein."
78,-1,0.16808571882563794,"Charley Partanna is a hitman for a New York Mafia family headed by the elderly Don Corrado Prizzi, whose business is generally handled by his sons Dominic and Eduardo and by his longtime right-hand man, Angelo, who is Charley's father."
79,0,1.0,"Jane Craig is a talented but intense news producer whose life revolves around her work. She is passionate about reporting, and abhors the trend towards soft news in news broadcasts. Her best friend and collaborator, Aaron Altman, is a gifted writer and reporter, but is lacking in many social skills. The two work in the Washington, D.C. bureau of a national TV network. The bureau hires Tom Grunick, a local news anchorman who started his career in sports. Tom is tall, handsome, likable, and telegenic, but lacks news experience and isn't especially bright. He constantly seeks help from Jane to assist him with his reporting, who resents his lack of qualifications, but finds herself attracted to him. Tom is also attracted to Jane, but is intimidated by her skills and intensity."
80,-1,0.7183273645805895,"Maya is a CIA analyst tasked with finding the al-Qaeda leader Osama bin Laden. In 2003, she is stationed at the U.S. embassy in Pakistan. She and CIA officer Dan Fuller attend the black site interrogations of Ammar (Reda Kateb), a detainee with suspected links to several of the hijackers in the September 11 attacks and who is subjected to approved enhanced interrogation techniques. Ammar provides unreliable information on a suspected attack in Saudi Arabia, but reveals the name of the personal courier for bin Laden, Abu Ahmed al-Kuwaiti. Other detainee intelligence connects courier traffic by Abu Ahmed between Abu Faraj al-Libbi and bin Laden. In 2005, Faraj denies knowing about a courier named Abu Ahmed; Maya interprets this as an attempt by Faraj to conceal the importance of Abu Ahmed."
81,4,0.24166302144848179,"In 1940, Orson Welles is given complete creative freedom for his next project by RKO. For the screenplay, Welles recruits Herman J. Mankiewicz, who is in Victorville, California, recovering from a broken leg he sustained in a car crash. Herman dictates the script to his secretary, Rita Alexander, who notices similarities between the main character (Charles Foster Kane) and William Randolph Hearst. Producer John Houseman is concerned about Herman's dense, nonlinear screenplay, while Herman's brother Joseph worries that it may anger the powerful Hearst."
82,-1,0.1802923680944879,"Vickie Allessio, a divorced British mother of two, meets Steve Blackburn, an American married man, while sharing a taxi in London. Steve is attracted to Vickie and invites her to tea, then lunch, and eventually suggests they have sex. Vickie agrees but expresses her desire to have uncomplicated sex in a sunny location. Steve arranges a trip to Málaga, Spain."
83,-1,0.606794566326119,"A Jewish man in a 19th-century Eastern European shtetl tells his wife that he was helped on his way home by Reb Groshkover, whom he has invited in for soup. She says Groshkover is dead and the man he invited must be a dybbuk. Groshkover arrives and laughs off the accusation, but she plunges an ice pick into his chest. Bleeding, he exits their home into the snowy night."
84,3,1.0,"In pre-Revolution Paris, the Marquise de Merteuil plots revenge against her ex-lover, the Comte de Bastide, who recently ended their relationship. To soothe her wounded pride and embarrass Bastide, she seeks to arrange the seduction and disgrace of his young virgin fiancée, Cécile de Volanges, who has only recently been presented to society after spending her formative years in the shelter of a convent."
85,-1,0.6600056601946874,"In 1780 in Frankfurt youngster Nathan Rothschild warns his parents Mayer and Guttle that the taxman is coming. They hurriedly hide their wealth. The taxman demands 20,000 gulden, an exorbitant sum, but accepts a bribe of 5,000 in exchange for assessing them 2,000 in taxes. Mayer's satisfaction is short-lived, however; a courier bringing him 10,000 guldens is intercepted and the money confiscated by the taxmen. Mayer tells his sons that he tries to be as honest as possible, but the authorities will not let him; he admonishes his children to acquire money, for ""money is power"" and defense for their people."
86,-1,0.18798687195265296,"""Fast Eddie"" Felson is accompanied by his partner, Charlie, at a pool room in a small town. Pretending to be salesmen on their way to a convention, Eddie and Charlie convince onlookers that Eddie is a drunk blowhard, and induce them to bet on Eddie to lose a trick shot. He wins and takes their money."
87,3,0.3940438306859954,"Young American secretary Maria Williams arrives in Rome and is greeted by Anita Hutchins, the woman whom she is replacing at the United States Distribution Agency. They drive to the Villa Eden, which Anita shares with Miss Frances, the longtime secretary of the American author John Frederick Shadwell, an expatriate living in Rome. On their way into town, the three women stop at the famous Trevi Fountain. Frances and Anita tell Maria that according to legend, if she throws a coin in the fountain and makes a wish to return to Rome, she will. Maria and Frances throw in their coins, but Anita, who is planning to return to the United States to marry, declines."
